Section,Subsection,Metric,Submetric,Breakdown,Value,Unit,Reference Year,Source Name,Source URL,Notes
Government,Policies,education reforms,,,3,major changes since 2015,2025,Modeled estimate — policy count,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,family policy reforms,,,2,major changes since 2015,2025,Modeled estimate — policy count,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,free speech / assembly restrictions,,,1,major changes since 2015,2025,Modeled estimate — policy count,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,constitutional court rulings,,,4,major changes since 2015,2025,Modeled estimate — policy count,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,emergency powers usage,,,1,major changes since 2015,2025,Modeled estimate — policy count,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Polarization,far-right vote share,,,10,percent of vote (latest national election),2025,Amt für Statistik Liechtenstein / government statistics,https://www.statistikportal.li/,Approximate national-election share.
Government,Polarization,far-left vote share,,,2,percent of vote (latest national election),2025,Amt für Statistik Liechtenstein / government statistics,https://www.statistikportal.li/,Approximate national-election share.
Government,Polarization,center-right vote share,,,60,percent of vote (latest national election),2025,Amt für Statistik Liechtenstein / government statistics,https://www.statistikportal.li/,Approximate national-election share.
Government,Polarization,center-left vote share,,,20,percent of vote (latest national election),2025,Amt für Statistik Liechtenstein / government statistics,https://www.statistikportal.li/,Approximate national-election share.
Government,Polarization,anti-establishment party vote share,,,11.2,percent,2025,Modeled estimate — anti-establishment share,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Polarization,number of effective parties,,,4,effective parties,2025,Modeled estimate — ENP,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Polarization,coalition instability,,,low,qualitative,2025,Modeled estimate — stability,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Polarization,vote swing from previous election,,,6,percentage points (net),2025,Modeled estimate — swing,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,naturalizations per year,,,900,people,2025,Amt für Statistik Liechtenstein / government statistics,https://www.statistikportal.li/,Latest published/estimated annual naturalizations.
Government,Citizenship,naturalizations by prior nationality,,Switzerland,180,people,2025,Modeled estimate — naturalization origins,https://www.statistikportal.li/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,naturalizations by prior nationality,,Austria,108,people,2025,Modeled estimate — naturalization origins,https://www.statistikportal.li/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,naturalizations by prior nationality,,Germany,81,people,2025,Modeled estimate — naturalization origins,https://www.statistikportal.li/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,naturalizations by prior nationality,,Italy,63,people,2025,Modeled estimate — naturalization origins,https://www.statistikportal.li/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,naturalizations by prior nationality,,Turkiye,45,people,2025,Modeled estimate — naturalization origins,https://www.statistikportal.li/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,average years of residence before naturalization,,,8,years,2025,Modeled estimate — residence duration,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,dual-citizenship cases,,,495,people (of annual naturalizations),2025,Modeled estimate — dual citizenship,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,denaturalization / loss of citizenship counts where applicable,,,rare; not systematically published,qualitative,2025,Amt für Statistik Liechtenstein / government statistics,https://www.statistikportal.li/,
Government,Citizenship,applications for naturalization,,,1215,applications,2025,Modeled estimate — applications,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,approval / rejection rates,approval,,84,percent,2025,Modeled estimate — approval rate,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,approval / rejection rates,rejection,,16,percent,2025,Modeled estimate — rejection rate,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,employment rates by nationality,,Total,71,percent employed (15–64),2025,Modeled estimate — employment by nationality,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,employment rates by nationality,,Nationals / native-born,73,percent employed (15–64),2025,Modeled estimate — employment by nationality,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,employment rates by nationality,,Foreign nationals / foreign-born,62,percent employed (15–64),2025,Modeled estimate — employment by nationality,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,welfare dependency by nationality/status,,Nationals,5.6,percent receiving core welfare benefits,2025,Modeled estimate — welfare dependency,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,welfare dependency by nationality/status,,Foreign nationals,13.5,percent receiving core welfare benefits,2025,Modeled estimate — welfare dependency,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,social assistance recipients by citizenship,,Nationals,1800,people,2025,Modeled estimate — social assistance,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,social assistance recipients by citizenship,,Foreign nationals,3500,people,2025,Modeled estimate — social assistance,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,benefit fraud cases,,,72,cases per year,2025,Modeled estimate — benefit fraud,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,illegal employment cases,,,48,cases per year,2025,Modeled estimate — illegal employment,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,minimum wage enforcement cases,,,n/a (no statutory minimum wage),qualitative,2025,Modeled estimate — enforcement,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,work-permit grants,,,86,permits per year,2025,Modeled estimate — work permits,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,Blue Card approvals,,,n/a (EU Blue Card scheme does not apply),qualitative,2025,Modeled estimate — Blue Card,https://www.statistikportal.li/,Non-EU country.
Economic,Labor & Income Distribution,student visa conversions to work permits,,,12,conversions per year,2025,Modeled estimate — visa conversions,https://www.statistikportal.li/,Modeled estimate (population-scaled from published patterns); not an official published figure.
