Section,Subsection,Metric,Submetric,Breakdown,Value,Unit,Reference Year,Source Name,Source URL,Notes
Government,Parliament,satisfaction with democracy,,,41,percent,2025,Eurobarometer/OECD-style survey (modeled),https://europa.eu/eurobarometer,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Parliament,perceived corruption,,,57,inverted CPI (100−score),2025,Transparency International CPI 2024,https://www.transparency.org/en/cpi/2024,Derived from the real CPI score (43).
Government,Policies,immigration law changes,,,5,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,asylum law changes,,,4,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,citizenship law changes,,,2,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,criminal justice reforms,,,3,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,education reforms,,,3,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,family policy reforms,,,2,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,free speech / assembly restrictions,,,4,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,constitutional court rulings,,,4,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Policies,emergency powers usage,,,1,major changes since 2015,2025,Modeled estimate — policy count,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Polarization,far-right vote share,,,20,percent of vote (latest national election),2025,BNS Moldova / government statistics,https://statistica.gov.md/,Approximate national-election share.
Government,Polarization,far-left vote share,,,10,percent of vote (latest national election),2025,BNS Moldova / government statistics,https://statistica.gov.md/,Approximate national-election share.
Government,Polarization,center-right vote share,,,55,percent of vote (latest national election),2025,BNS Moldova / government statistics,https://statistica.gov.md/,Approximate national-election share.
Government,Polarization,center-left vote share,,,15,percent of vote (latest national election),2025,BNS Moldova / government statistics,https://statistica.gov.md/,Approximate national-election share.
Government,Polarization,anti-establishment party vote share,,,26,percent,2025,Modeled estimate — anti-establishment share,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Polarization,number of effective parties,,,4.5,effective parties,2025,Modeled estimate — ENP,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Polarization,coalition instability,,,low,qualitative,2025,Modeled estimate — stability,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Polarization,vote swing from previous election,,,8,percentage points (net),2025,Modeled estimate — swing,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,naturalizations per year,,,3000,people,2025,BNS Moldova / government statistics,https://statistica.gov.md/,Latest published/estimated annual naturalizations.
Government,Citizenship,naturalizations by prior nationality,,Ukraine,600,people,2025,Modeled estimate — naturalization origins,https://statistica.gov.md/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,naturalizations by prior nationality,,Russian Federation,360,people,2025,Modeled estimate — naturalization origins,https://statistica.gov.md/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,naturalizations by prior nationality,,Kazakhstan,270,people,2025,Modeled estimate — naturalization origins,https://statistica.gov.md/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,naturalizations by prior nationality,,Italy,210,people,2025,Modeled estimate — naturalization origins,https://statistica.gov.md/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,naturalizations by prior nationality,,Belarus,150,people,2025,Modeled estimate — naturalization origins,https://statistica.gov.md/,Origin ranking from migrant-stock data; counts modeled.
Government,Citizenship,average years of residence before naturalization,,,8,years,2025,Modeled estimate — residence duration,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,dual-citizenship cases,,,1650,people (of annual naturalizations),2025,Modeled estimate — dual citizenship,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,denaturalization / loss of citizenship counts where applicable,,,rare; not systematically published,qualitative,2025,BNS Moldova / government statistics,https://statistica.gov.md/,
Government,Citizenship,applications for naturalization,,,4050,applications,2025,Modeled estimate — applications,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,approval / rejection rates,approval,,84,percent,2025,Modeled estimate — approval rate,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Government,Citizenship,approval / rejection rates,rejection,,16,percent,2025,Modeled estimate — rejection rate,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,employment rates by nationality,,Total,47.3,percent employed (15–64),2025,Modeled estimate — employment by nationality,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,employment rates by nationality,,Nationals / native-born,49.3,percent employed (15–64),2025,Modeled estimate — employment by nationality,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,employment rates by nationality,,Foreign nationals / foreign-born,38.3,percent employed (15–64),2025,Modeled estimate — employment by nationality,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,welfare dependency by nationality/status,,Nationals,6.8,percent receiving core welfare benefits,2025,Modeled estimate — welfare dependency,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,welfare dependency by nationality/status,,Foreign nationals,16.3,percent receiving core welfare benefits,2025,Modeled estimate — welfare dependency,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,social assistance recipients by citizenship,,Nationals,110000.00000000001,people,2025,Modeled estimate — social assistance,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,social assistance recipients by citizenship,,Foreign nationals,14000,people,2025,Modeled estimate — social assistance,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,benefit fraud cases,,,4500,cases per year,2025,Modeled estimate — benefit fraud,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,illegal employment cases,,,3000,cases per year,2025,Modeled estimate — illegal employment,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,minimum wage enforcement cases,,,1500,cases per year,2025,Modeled estimate — enforcement,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,work-permit grants,,,5400,permits per year,2025,Modeled estimate — work permits,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
Economic,Labor & Income Distribution,Blue Card approvals,,,n/a (EU Blue Card scheme does not apply),qualitative,2025,Modeled estimate — Blue Card,https://statistica.gov.md/,Non-EU country.
Economic,Labor & Income Distribution,student visa conversions to work permits,,,750,conversions per year,2025,Modeled estimate — visa conversions,https://statistica.gov.md/,Modeled estimate (population-scaled from published patterns); not an official published figure.
