Country,Metric,Submetric,Breakdown,Value,Unit,Reference Year,Source Name,Source URL,Notes
France,Diagnostic stability of gender dysphoria in youth,Prepubertal children,Estimated diagnostic persistence,20–30,percent,latest,Published literature range and HAS minors recommendation scope,https://has-sante.fr/jcms/p_3892586/fr/transidentite-accompagnement-du-mineur-et-de-son-entourage-et-soins-proposes-note-de-cadrage,Literature range rather than a France-wide longitudinal estimate. Persistence estimates are not directly interchangeable with detransition rates.
France,Detransition or desistance rates,Strasbourg hospital cohort,Range under different definitions,0–6.1,percent,follow-up through March 2024,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,The estimate changes with the definition used. No participant returned to sex assigned at birth after starting GAHT by the end of data collection.
France,Regret rates after gender-affirming interventions in minors,National or French cohort estimate,,Not published,status,latest,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,The French cohort reports treatment interruption or retransition rather than a validated regret measure. Those concepts must not be treated as interchangeable.
France,Age distribution of first medical intervention,Strasbourg hospital cohort,Mean age at GAHT initiation,16.99,years old,2017-2024,Schunder et al. Children 2026,https://pubmed.ncbi.nlm.nih.gov/42353959/,Mean among patients who initiated gender-affirming hormone therapy in the single-center cohort.
France,Concurrent mental health comorbidities in youth referred for care,Any psychiatric co-occurrence,Strasbourg hospital cohort,83.5,percent,2017-2024,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,Ninety-six of 115 referred adolescents had at least one recorded psychiatric co-occurrence. Referral-cohort prevalence is not population prevalence.
France,Concurrent mental health comorbidities in youth referred for care,Anxiety disorder,Strasbourg hospital cohort,52.1,percent,2017-2024,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,Sixty of 115 patients.
France,Concurrent mental health comorbidities in youth referred for care,Depressive disorder,Strasbourg hospital cohort,33.9,percent,2017-2024,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,Thirty-nine of 115 patients.
France,Concurrent mental health comorbidities in youth referred for care,Suicidal ideation,Strasbourg hospital cohort,62.6,percent,2017-2024,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,Seventy-two of 115 patients reported current or past suicidal ideation.
France,Concurrent mental health comorbidities in youth referred for care,Suicide attempt,Strasbourg hospital cohort,28.7,percent,2017-2024,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,Thirty-three of 115 patients had made at least one suicide attempt.
France,Concurrent mental health comorbidities in youth referred for care,Autism spectrum disorder,Strasbourg hospital cohort,7.8,percent,2017-2024,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,Nine of 115 patients.
France,Concurrent mental health comorbidities in youth referred for care,ADHD,Strasbourg hospital cohort,13.0,percent,2017-2024,Schunder et al. Children 2026,https://pmc.ncbi.nlm.nih.gov/articles/PMC13297415/,Fifteen of 115 patients.
France,Genital surgery in minors,Estimated national count,,10,procedures,latest,French Senate evidence review,https://www.senat.fr/rap/l23-622/l23-622_mono.html,Estimated count of gender-affirming genital surgeries involving minors. Available French medico-administrative sources do not publish a definitive national procedure total.
