Topic,Published Date,Title,URL,Image
Crime,2026-08-13,Moscow Court Upholds Visiting Businessman’s Treason Arrest Over Ukrainian Tax Payments – Mediazona,https://www.themoscowtimes.com/2026/08/13/moscow-court-upholds-visiting-businessmans-treason-arrest-over-ukrainian-tax-payments-mediazona-reports-a93483,
Crime,2026-08-12,Russian Chip Importer CEO Jailed in $1.8M Tax Evasion Case,https://www.themoscowtimes.com/2026/08/12/russian-chip-importer-ceo-jailed-in-18m-tax-evasion-case-a93479,
Crime,2026-08-12,Son of Former Senior Official Reportedly Arrested in Moscow Murder Investigation,https://www.themoscowtimes.com/2026/08/12/son-of-former-senior-official-reportedly-arrested-in-moscow-murder-investigation-a93475,
Crime,2026-08-12,St. Petersburg Philosophy Professor Detained Over $40 ‘Extremist’ Navalny Donations,https://www.themoscowtimes.com/2026/08/12/st-petersburg-philosophy-professor-detained-over-40-extremist-navalny-donations-a93474,
Crime,2026-07-27,FSB Arrests Khabarovsk Man Accused of Spying for New Zealand,https://www.themoscowtimes.com/2026/07/27/fsb-arrests-khabarovsk-man-accused-of-spying-for-new-zealand-a93345,
Crime,2026-07-09,FSB Claims It Foiled Ukrainian Assassination Plots Against Military Officials,https://www.themoscowtimes.com/2026/07/09/fsb-claims-it-foiled-ukrainian-assassination-plots-against-military-officials-a93209,
Crime,2026-07-03,"Former Russian Civil Aviation Chief Charged With Fraud, Reports Say",https://www.themoscowtimes.com/2026/07/03/former-russian-civil-aviation-chief-charged-with-fraud-reports-say-a93159,
Crime,2026-06-18,Moscow Court Places Businessman Ilya Traber in Pre-Trial Detention in Contract Murder Case,https://www.themoscowtimes.com/2026/06/18/moscow-court-places-businessman-ilya-traber-in-pre-trial-detention-in-contract-murder-case-a93044,
Crime,2026-06-10,Moscow Police Arrest 2 Teenagers on Suspicion of Planning Car Bomb Attack,https://www.themoscowtimes.com/2026/06/10/moscow-police-arrest-2-teenagers-on-suspicion-of-planning-car-bomb-attack-a92970,
Health,2026-06-29,"As Their Nationwide Pollution Problem Deepens, Russians Say They Have Bigger Worries",https://www.themoscowtimes.com/2026/06/29/as-their-nationwide-pollution-problem-deepens-russians-say-they-have-bigger-worries-a93084,
Health,2026-06-02,Russia Does Away With ‘Sexologists’,https://www.themoscowtimes.com/2026/06/02/russia-does-away-with-sexologists-a92899,
Health,2026-05-27,Russia Introduces Border Health Screenings in Response to Ebola Outbreak,https://www.themoscowtimes.com/2026/05/27/russia-introduces-border-health-screenings-in-response-to-ebola-outbreak-a92863,
Health,2026-05-21,Russian HIV/AIDS Pioneer Vadim Pokrovsky Dies at 71,https://www.themoscowtimes.com/2026/05/21/russian-hivaids-pioneer-vadim-pokrovsky-dies-at-71-a92809,
Health,2026-04-18,Russia Urges HIV Testing for One-Third of Population as Cases Rise,https://www.themoscowtimes.com/2026/04/18/russia-urges-hiv-testing-for-one-third-of-population-as-cases-rise-a92536,
Health,2026-03-23,Russian Corporate Health Insurance Costs Surge as Staffing Shortages and Inflation Bite,https://www.themoscowtimes.com/2026/03/23/russian-corporate-health-insurance-costs-surge-as-staffing-shortages-and-inflation-bite-a92305,
Health,2026-03-20,"‘Deeply Concerning’: Russia Could Face Diabetes ‘Epidemic,’ Social Policy Chief Warns",https://www.themoscowtimes.com/2026/03/20/deeply-concerning-russia-could-face-diabetes-epidemic-social-policy-chief-warns-a92284,
Health,2026-03-18,Health Ministry Advises Psychological Consultations for Women Without Pregnancy Plans,https://www.themoscowtimes.com/2026/03/18/health-ministry-advises-psychological-consultations-for-women-without-pregnancy-plans-a92255,
Health,2026-01-30,Head of Mental Health Facility in Kemerovo Region Placed on Leave After 9 Patients Die,https://www.themoscowtimes.com/2026/01/30/head-of-mental-health-facility-in-kemerovo-region-placed-on-leave-after-9-patients-die-a91819,
Health,2026-01-19,Court Orders 3-Month Closure of Kemerovo Region Hospital Where Newborns Died,https://www.themoscowtimes.com/2026/01/19/court-orders-3-month-closure-of-kemerovo-region-hospital-where-newborns-died-a91710,
